"rule","engine","severity","tags","file","startLine","startColumn","endLine","endColumn","message","resources"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteLoginController.cls",4,21,14,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginController.cls",4,21,14,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginController.cls",5,12,5,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginController.cls",6,12,6,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginController.cls",8,12,11,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/SiteLoginController.cls",13,5,13,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginController.cls",13,12,13,37,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"AvoidGlobalModifier","pmd",3,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteLoginControllerTest.cls",4,29,13,2,"Avoid using global modifier","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#avoidglobalmodifier"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteLoginControllerTest.cls",4,29,13,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteLoginControllerTest.cls",5,44,12,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteLoginControllerTest.cls",5,44,12,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",4,21,50,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"FieldNamingConventions","pmd",3,"Recommended,CodeStyle,Apex","force-app/main/default/classes/SiteRegisterController.cls",7,23,7,60,"The static field name 'PORTAL_ACCOUNT_ID' doesn't match '[a-z][a-zA-Z0-9]*'","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_codestyle.html#fieldnamingconventions"
"AvoidHardcodingId","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/SiteRegisterController.cls",7,43,7,60,"Hardcoding Ids is bound to break when changing environments.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#avoidhardcodingid"
"EmptyStatementBlock","pmd",3,"Recommended,ErrorProne,Apex","force-app/main/default/classes/SiteRegisterController.cls",9,5,9,11,"Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_errorprone.html#emptystatementblock"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",9,12,10,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",12,12,12,39,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",13,12,13,36,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",14,12,14,91,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",15,12,15,106,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",16,12,16,110,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterController.cls",22,12,49,6,"Missing ApexDoc comment","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexDoc","pmd",4,"Recommended,Documentation,Apex","force-app/main/default/classes/SiteRegisterControllerTest.cls",4,29,17,2,"Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_documentation.html#apexdoc"
"ApexUnitTestClassShouldHaveRunAs","pmd",4,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteRegisterControllerTest.cls",5,37,16,6,"Apex unit test classes should have at least one System.runAs() call","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestclassshouldhaverunas"
"ApexUnitTestShouldNotUseSeeAllDataTrue","pmd",2,"Recommended,BestPractices,Apex","force-app/main/default/classes/SiteRegisterControllerTest.cls",5,37,16,6,"Apex unit tests should not use @isTest(seeAllData = true)","https://docs.pmd-code.org/pmd-doc-7.16.0/pmd_rules_apex_bestpractices.html#apexunittestshouldnotuseseealldatatrue"
"UninstantiableEngineError","flow",1,,,,,,,"The engine with name 'flow' could not be instantiated. Error: Could not locate a Python v3.10.0+ install using any of the following: [""python3"",""python""].
If you have python installed, specify the command in your Code Analyzer configuration as the value of property 'engines.flow.python_command'.
If you choose not to install python, you may disable the 'flow' engine in your Code Analyzer configuration by setting 'engines.flow.disable_engine' to true.
    at FlowScannerEngineConfigValueExtractor.findPythonCommandPathFromEnvironment (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-flow-engine/dist/config.js:69:15)
    at process.processTicksAndRejections (node:internal/process/task_queues:105:5)
    at async FlowScannerEngineConfigValueExtractor.extractPythonCommandPath (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-flow-engine/dist/config.js:36:13)
    at async validateAndNormalizeConfig (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-flow-engine/dist/config.js:23:25)
    at async FlowScannerEnginePlugin.createEngineConfig (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-flow-engine/dist/plugin.js:25:16)
    at async CodeAnalyzer.createAndAddEngineIfValid (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-core/dist/code-analyzer.js:383:34)
    at async Promise.all (index 0)
    at async CodeAnalyzer.addEnginePlugin (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/node_modules/@salesforce/code-analyzer-core/dist/code-analyzer.js:139:9)
    at async Promise.all (index 4)
    at async RunAction.execute (/home/yutosato/.local/share/sf/node_modules/@salesforce/plugin-code-analyzer/lib/lib/actions/RunAction.js:68:9)",
